Time,BOI_FLOW_1,BOI_FLOW_2,BOI_GAS_CSUM_1,BOI_GAS_CSUM_2,BOI_RW_TEMP_1,BOI_RW_TEMP_2,BOI_STA_1,BOI_STA_2,BOI_SW_TEMP_1,BOI_SW_TEMP_2,HWL_DP,HWL_DPSPT,HWL_RW_TEMP,HWL_SW_TEMP,OA_TEMP,PM_POW_1,PM_POW_2,PM_SPD_1,PM_SPD_2,PM_STA_1,PM_STA_2,SEC_POW
327,73.31269836,2.75E-05,518.5110097,0,139.9150696,68.01164246,1,0,176.1013489,175.9566498,480.5553031,480.5220059,140.8590698,176.0871124,11.58993,1.198625445,-3.76E-14,0.444199681,0,1,0,102.0934896
328,37.11584473,7.05E-06,269.4157614,0,139.9290771,68.01164246,1,0,176.3482666,175.9566498,480.5790339,480.5220059,141.3296814,176.3262939,11.597015,0.673232913,-3.04E-14,0.355062306,0,1,0,806.0705038
329,31.68326759,5.13E-06,203.6589962,0,139.9346313,68.01164246,1,0,176.4341278,175.9566498,480.566085,480.5220059,140.1897278,176.4297333,11.597015,0.602622926,-2.97E-14,0.354171813,0,1,0,806.0705038
330,53.88451767,1.49E-05,336.3308578,0,139.9301758,68.01164246,1,0,176.2975616,175.9566498,480.5339506,480.5220059,139.1758118,176.3134308,11.600531,0.893113971,-3.30E-14,0.416197866,0,1,0,477.0591957
331,98.16738892,4.93E-05,607.6521356,0,139.914093,68.01164246,1,0,176.011261,175.9566498,480.4813094,480.5220059,138.8176575,176.0280609,11.604048,1.712608695,-4.62E-14,0.554823756,0,1,0,502.1156918
332,157.2544861,0.000126498,991.6773977,0,139.8878784,68.01164246,1,0,175.6091614,175.9566498,480.4325264,480.5220059,139.1481628,175.6193695,11.607618,3.801996946,-8.37E-14,0.719145238,0,1,0,551.0248492
333,161.203125,0.000132931,1075.629445,0,139.87854,68.01164246,1,0,175.5190735,175.9566498,480.4599569,480.5220059,140.0410767,175.5147247,11.611134,3.998770714,-8.73E-14,0.702075362,0,1,0,528.3444048
334,115.554306,6.83E-05,795.5158262,0,139.8925476,68.01164246,1,0,175.8127289,175.956604,480.520526,480.5220059,140.5610657,175.8012543,11.614649,2.181070328,-5.44E-14,0.569826245,0,1,0,525.6904576
335,84.53160858,3.66E-05,576.8956504,0,139.9068909,68.01164246,1,0,176.0453186,175.956604,480.5507049,480.5220059,140.5455322,176.0367432,11.621679,1.411356926,-4.11E-14,0.484133244,0,1,0,526.8440625
336,74.0921402,2.81E-05,494.9244467,0,139.9149628,68.01164246,1,0,176.1342468,175.956604,480.5527133,480.5220059,140.257843,176.1316071,11.62525,1.21252811,-3.78E-14,0.459775209,0,1,0,526.3094481
337,77.91458893,3.11E-05,510.4571713,0,139.9172668,68.01164246,1,0,176.1196899,175.956604,480.5400815,480.5220059,139.917984,176.1222687,11.62525,1.282484412,-3.90E-14,0.475672424,0,1,0,526.3094481
338,91.7631073,4.31E-05,594.8705575,0,139.9146881,68.01164246,1,0,176.032074,175.956604,480.5201561,480.5220059,139.6938171,176.0372467,11.628767,1.564657688,-4.37E-14,0.520174623,0,1,0,527.2280968
339,108.1765518,5.99E-05,702.9998371,0,139.9096985,68.01164246,1,0,175.9190216,175.956604,480.5031904,480.5220059,139.6990356,175.9232025,11.632282,1.969645977,-5.07E-14,0.569425285,0,1,0,527.5385264
340,115.7091446,6.85E-05,760.9414571,0,139.9069519,68.01164246,1,0,175.8583221,175.956604,480.5023447,480.5220059,139.8806305,175.8592072,11.6357975,2.185661316,-5.45E-14,0.584483206,0,1,0,526.2624056
341,111.1244812,6.32E-05,739.3078927,0,139.9089661,68.01164246,1,0,175.8813477,175.956604,480.5125981,480.5220059,140.073822,175.8793182,11.639313,2.051785946,-5.21E-14,0.568374574,0,1,0,527.4021249
342,101.5201187,5.27E-05,677.968804,0,139.9139709,68.01164246,1,0,175.9467163,175.956604,480.5245428,480.5220059,140.1581421,175.9438019,11.642883,1.795197487,-4.76E-14,0.54011029,0,1,0,527.5263993
343,94.67233276,4.58E-05,630.1349573,0,139.9187622,68.01164246,1,0,175.9981842,175.956604,480.5311494,480.5220059,140.1266174,175.9963684,11.646399,1.630455017,-4.48E-14,0.519486248,0,1,0,527.805284
344,92.87426758,4.41E-05,614.6005107,0,139.921875,68.01164246,1,0,176.0157013,175.956604,480.5301452,480.5220059,140.0388794,176.0154266,11.653431,1.58951807,-4.41E-14,0.516451299,0,1,0,527.8192795
345,95.32418823,4.65E-05,627.8014416,0,139.9231567,68.01164246,1,0,176.0028534,175.956604,480.5251771,480.5220059,139.9543457,176.0037842,11.653431,1.645510912,-4.50E-14,0.525270343,0,1,0,527.8192795
346,99.63613892,5.08E-05,655.3342298,0,139.9232483,68.01164246,1,0,175.9747314,175.956604,480.5198918,480.5220059,139.921875,175.9758759,11.656946,1.74841249,-4.68E-14,0.538402975,0,1,0,527.9955059
347,97.3060379,4.84E-05,648.7964877,0,139.9252319,68.01164246,1,0,175.9788971,175.956604,480.5249656,480.5220059,140.1009521,175.9771423,11.660517,1.692111254,-4.58E-14,0.526356101,0,1,0,449.4243354
348,95.16326141,4.63E-05,626.8972281,0,139.9274902,68.01164246,1,0,176.0046692,175.956604,480.5243843,480.5220059,139.9610596,176.0050507,11.664032,1.641775846,-4.50E-14,0.525216162,0,1,0,567.5237779
349,100.5546722,5.17E-05,660.6945158,0,139.9274292,68.01164246,1,0,175.9705048,175.956604,480.5182534,480.5220059,139.9180298,175.9719238,11.667547,1.771070957,-4.72E-14,0.54140681,0,1,0,531.0489118
350,103.9068375,5.52E-05,684.5575454,0,139.9274902,68.01164246,1,0,175.9458923,175.956604,480.5160336,480.5220059,139.9445801,175.9465485,11.671064,1.856057167,-4.87E-14,0.550216317,0,1,0,530.1180262
351,104.0974731,5.54E-05,688.1176846,0,139.9284668,68.01164246,1,0,175.9427643,175.956604,480.5175663,480.5220059,139.9965363,175.9424896,11.67458,1.86100471,-4.88E-14,0.549818099,0,1,0,529.6674948
352,102.1003723,5.33E-05,676.1850707,0,139.9305115,68.01164246,1,0,175.9559937,175.956604,480.5208431,480.5220059,140.0317993,175.9552765,11.681665,1.809819102,-4.79E-14,0.543321669,0,1,0,529.1554125
353,99.92958069,5.11E-05,661.8537996,0,139.9327698,68.01164246,1,0,175.971817,175.956604,480.5232215,480.5220059,140.0386047,175.9711609,11.681665,1.755633473,-4.69E-14,0.537077725,0,1,0,529.1554125
354,98.79934692,4.99E-05,653.5458068,0,139.9347839,68.01164246,1,0,175.981369,175.956604,480.5240143,480.5220059,140.0219116,175.9810486,11.685181,1.728007436,-4.65E-14,0.534007668,0,1,0,529.7810711
355,98.802742,4.99E-05,652.8063888,0,139.9363403,68.01164246,1,0,175.9829102,175.956604,480.5234329,480.5220059,140.0028076,175.9828644,11.688696,1.72808826,-4.65E-14,0.53438884,0,1,0,528.182064
356,99.54484558,5.07E-05,657.1447817,0,139.9374847,68.01164246,1,0,175.9790649,175.956604,480.5222173,480.5220059,139.9873657,175.9792328,11.692213,1.74618125,-4.68E-14,0.536905766,0,1,0,529.3991984
357,100.4054108,5.16E-05,662.7875429,0,139.9384766,68.01164246,1,0,175.9738007,175.956604,480.5213188,480.5220059,139.984726,175.9739075,11.695728,1.767378926,-4.71E-14,0.539389133,0,1,0,529.1584168
358,100.9057541,5.21E-05,666.3342728,0,139.9395752,68.01164246,1,0,175.9706573,175.956604,480.5210017,480.5220059,139.9898376,175.9707184,11.699244,1.779811502,-4.74E-14,0.540736914,0,1,0,529.6200493
359,73.88887787,2.79E-05,522.7411388,0,139.949295,68.01164246,1,0,176.1034851,175.956604,480.5559373,480.5220059,140.8757172,176.0889893,11.702814,1.208897352,-3.78E-14,0.445400119,0,1,0,103.0175881
360,37.07942581,7.03E-06,269.1963028,0,139.9631348,68.01164246,1,0,176.3549652,175.956604,480.5799852,480.5220059,141.3463745,176.3327789,11.709845,0.67276305,-3.04E-14,0.354915559,0,1,0,813.2021397
361,31.61959267,5.11E-06,202.9886399,0,139.9685211,68.01164246,1,0,176.4414825,175.956604,480.5668249,480.5220059,140.1928101,176.437027,11.709845,0.601789832,-2.97E-14,0.354069173,0,1,0,813.2021397
362,54.18681717,1.50E-05,337.6173103,0,139.963623,68.01164246,1,0,176.3028412,175.956604,480.5341092,480.5220059,139.1622314,176.318924,11.713362,0.897312284,-3.31E-14,0.417264938,0,1,0,481.9977108
363,99.49042511,5.06E-05,614.8884815,0,139.9466553,68.01164246,1,0,176.0102081,175.956604,480.4801995,480.5220059,138.8048401,176.0271301,11.730555,1.744725943,-4.68E-14,0.559331954,0,1,0,505.3013225
364,159.4339447,0.000130029,1004.76783,0,139.9190369,68.01164246,1,0,175.6018524,175.956543,480.4312579,480.5220059,139.1519165,175.6120148,11.747694,3.909502268,-8.57E-14,0.724788427,0,1,0,554.8293971
365,161.8845062,0.000134057,1080.710333,0,139.9089661,68.01170349,1,0,175.5200043,175.956543,480.4605911,480.5220059,140.0596619,175.5153351,11.764887,4.033567429,-8.80E-14,0.703215122,0,1,0,530.8087896
366,115.3180313,6.80E-05,793.5758706,0,139.9224854,68.01170349,1,0,175.8211365,175.956543,480.5216888,480.5220059,140.5682068,175.8095551,11.78208,2.173996687,-5.43E-14,0.569081783,0,1,0,530.5452561
367,84.47897339,3.65E-05,576.0039303,0,139.9362183,68.01170349,1,0,176.0525665,175.956543,480.551392,480.5220059,140.5445862,176.0440521,11.799219,1.410292387,-4.11E-14,0.484064609,0,1,0,529.6795486
368,74.32974243,2.83E-05,495.8960732,0,139.9437561,68.01170349,1,0,176.1394653,175.956543,480.5540874,480.5220059,140.2504883,176.1369934,11.833551,1.216794968,-3.79E-14,0.457653642,0,1,0,529.896809
369,78.65877533,3.16E-05,514.6598955,0,139.9454041,68.01170349,1,0,176.1214447,175.956543,480.5396058,480.5220059,139.9076538,176.1241913,11.833551,1.296469688,-3.92E-14,0.478283316,0,1,0,529.896809
370,92.87910461,4.41E-05,601.5872371,0,139.9421997,68.01170349,1,0,176.0310822,175.956543,480.5195218,480.5220059,139.6898499,176.0363007,11.850744,1.589597464,-4.41E-14,0.523437619,0,1,0,529.6806111
371,109.2741852,6.11E-05,709.7879598,0,139.936554,68.01170349,1,0,175.9178162,175.956543,480.5073129,480.5220059,139.7027588,175.9219971,11.867939,1.999875665,-5.12E-14,0.561189592,0,1,0,529.7288627
372,116.6695786,6.96E-05,767.1530522,0,139.933197,68.01170349,1,0,175.857666,175.956543,480.5016576,480.5220059,139.8888245,175.8583832,11.8850765,2.21469903,-5.50E-14,0.588302732,0,1,0,529.0417263
373,111.3670959,6.34E-05,740.9717481,0,139.934845,68.01170349,1,0,175.8853607,175.956543,480.5131795,480.5220059,140.0852051,175.8831024,11.902271,2.058682442,-5.22E-14,0.56888181,0,1,0,529.3061392
374,101.3584061,5.26E-05,676.7073749,0,139.9394531,68.01170349,1,0,175.9536896,175.956543,480.5253885,480.5220059,140.1649017,175.9507751,11.919409,1.791141033,-4.76E-14,0.539563239,0,1,0,529.3611321
375,94.51172638,4.57E-05,628.6654271,0,139.9438019,68.01170349,1,0,176.0053864,175.956543,480.5317836,480.5220059,140.1272736,176.0035095,11.953741,1.62676239,-4.47E-14,0.519000351,0,1,0,528.8589052
376,92.97084808,4.42E-05,614.6473334,0,139.9463806,68.01170349,1,0,176.0211945,175.956543,480.5303038,480.5220059,140.0336151,176.0210419,11.953741,1.59169364,-4.41E-14,0.516907513,0,1,0,528.8589052
377,95.7416687,4.69E-05,629.9741919,0,139.947052,68.01170349,1,0,176.0059814,175.956543,480.5250185,480.5220059,139.9486389,176.0070343,11.970936,1.655229211,-4.52E-14,0.526610911,0,1,0,529.3676902
378,94.67250061,4.58E-05,629.7477722,0,139.9484253,68.01170349,1,0,176.0036163,175.956543,480.5271855,480.5220059,140.0786591,176.0024109,11.988129,1.630447507,-4.48E-14,0.519289494,0,1,0,449.8110809
379,94.90435791,4.61E-05,623.1008504,0,139.9494019,68.01170349,1,0,176.0132294,175.956543,480.5235386,480.5220059,139.9158936,176.014328,12.005268,1.635784388,-4.49E-14,0.525364816,0,1,0,568.7277228
380,102.487175,5.37E-05,671.5132032,0,139.9480286,68.01170349,1,0,175.9635773,175.956543,480.5157164,480.5220059,139.8768921,175.9656067,12.022406,1.819618464,-4.81E-14,0.546952665,0,1,0,532.6115378
381,106.485199,5.80E-05,701.0145242,0,139.9470978,68.01170349,1,0,175.9328156,175.956543,480.5134438,480.5220059,139.9344635,175.9334717,12.0396,1.923929334,-4.99E-14,0.557819486,0,1,0,530.8900516
382,105.6250076,5.71E-05,698.8085071,0,139.947876,68.01170349,1,0,175.9355621,175.956543,480.5167735,480.5220059,140.0141144,175.934906,12.056793,1.901046157,-4.95E-14,0.553911388,0,1,0,530.2444256
383,102.057785,5.33E-05,676.7262065,0,139.9499512,68.01170349,1,0,175.9593964,175.956543,480.5218473,480.5220059,140.0583344,175.9581909,12.0911255,1.808744431,-4.79E-14,0.54264158,0,1,0,529.4969473
384,98.97118378,5.01E-05,655.8214352,0,139.9523163,68.01170349,1,0,175.9820862,175.9564972,480.5248071,480.5220059,140.0558624,175.9811554,12.108265,1.732184649,-4.65E-14,0.534065664,0,1,0,529.0705967
385,97.7204895,4.88E-05,646.2044579,0,139.954071,68.01170349,1,0,175.9929657,175.9564972,480.5253356,480.5220059,140.0263062,175.9925842,12.108265,1.702007294,-4.60E-14,0.530778706,0,1,0,529.0705967
386,98.3009491,4.94E-05,648.7039414,0,139.9550629,68.01170349,1,0,175.9910431,175.9564972,480.5236972,480.5220059,139.9920349,175.9912109,12.125458,1.715949059,-4.63E-14,0.533297181,0,1,0,530.1220197
387,99.7232132,5.09E-05,657.602897,0,139.9556122,68.01170349,1,0,175.982254,175.9564972,480.5217945,480.5220059,139.9761658,175.9826355,12.142597,1.750555038,-4.69E-14,0.537693501,0,1,0,528.9349647
388,100.5864639,5.18E-05,663.8844697,0,139.9561615,68.01170349,1,0,175.9759979,175.9564972,480.5211603,480.5220059,139.986145,175.9761505,12.15979,1.771868467,-4.72E-14,0.539781928,0,1,0,525.0881371
389,100.3972549,5.16E-05,663.3852471,0,139.9570313,68.01170349,1,0,175.9768219,175.9564972,480.5216359,480.5220059,140.0030823,175.9766541,12.176929,1.767178059,-4.71E-14,0.53887713,0,1,0,523.9889022
390,99.68872833,5.08E-05,658.9910186,0,139.9581299,68.01170349,1,0,175.9818115,175.9564972,480.5224816,480.5220059,140.0116425,175.9815369,12.194067,1.749710441,-4.68E-14,0.536633313,0,1,0,524.2436793
391,72.66069794,2.70E-05,513.9326778,0,139.9676514,68.01170349,1,0,176.1161804,175.9564972,480.5566244,480.5220059,140.8804932,176.1016693,12.211262,1.187083244,-3.74E-14,0.442518681,0,1,0,102.2928892
392,36.57634354,6.84E-06,265.3192859,0,139.9810486,68.01170349,1,0,176.362442,175.9564972,480.5787696,480.5220059,141.3427429,176.3404083,12.245594,0.666247964,-3.03E-14,0.356544226,0,1,0,796.7868544
393,30.93208504,4.89E-06,198.877143,0,139.9863281,68.01170349,1,0,176.448349,175.9564972,480.5670363,480.5220059,140.2226868,176.443512,12.245594,0.592767239,-2.96E-14,0.352224648,0,1,0,796.7868544
394,51.98319244,1.38E-05,324.3380851,0,139.9817505,68.01170349,1,0,176.3191528,175.9564972,480.5360118,480.5220059,139.2009583,176.3347015,12.262732,0.867016077,-3.27E-14,0.410567254,0,1,0,474.0895431
395,94.71022034,4.59E-05,585.8326724,0,139.9654999,68.01170349,1,0,176.0426178,175.9564972,480.4850619,480.5220059,138.8196716,176.059433,12.279926,1.631197572,-4.48E-14,0.543552995,0,1,0,497.8447119
396,152.7161865,0.000119302,961.7055779,0,139.9383545,68.01170349,1,0,175.6485443,175.9564972,480.4348519,480.5220059,139.1280212,175.6589813,12.297064,3.586173058,-7.97E-14,0.709648669,0,1,0,542.3090444
397,159.7422943,0.000130533,1062.463026,0,139.9264526,68.01174927,1,0,175.5404968,175.9564972,480.4592698,480.5220059,140.0039063,175.5368195,12.314203,3.925028086,-8.60E-14,0.699353516,0,1,0,518.8130859
398,115.9122086,6.87E-05,796.5206463,0,139.9382019,68.01174927,1,0,175.8187256,175.9564972,480.5186762,480.5220059,140.5427246,175.8075104,12.331396,2.191824436,-5.46E-14,0.571044505,0,1,0,517.4987889
399,84.22238922,3.63E-05,575.1151778,0,139.9515991,68.01174927,1,0,176.0534515,175.9564972,480.5501764,480.5220059,140.5611267,176.0445404,12.365728,1.405100822,-4.10E-14,0.482758939,0,1,0,513.0444749
400,72.36675262,2.68E-05,484.2331479,0,139.9593506,68.01174927,1,0,176.151062,175.9564972,480.5537703,480.5220059,140.2971802,176.1478119,12.382868,1.18189764,-3.74E-14,0.454202384,0,1,0,511.487601
401,74.44789886,2.84E-05,488.5758641,0,139.9616089,68.01174927,1,0,176.1477051,175.9564972,480.542777,480.5220059,139.9629211,176.1496887,12.382868,1.218891859,-3.79E-14,0.464953214,0,1,0,511.487601
402,86.40575409,3.82E-05,560.5909004,0,139.9590149,68.01174927,1,0,176.0724487,175.9564972,480.5241729,480.5220059,139.7229309,176.0773468,12.400061,1.449713945,-4.17E-14,0.503933847,0,1,0,510.1136214
403,102.0004501,5.32E-05,662.161921,0,139.9536438,68.01174927,1,0,175.9655609,175.9564972,480.5118582,480.5220059,139.6939087,175.9700012,12.4172,1.807265043,-4.78E-14,0.538888276,0,1,0,508.1442093
404,110.7284927,6.27E-05,726.5614866,0,139.9495697,68.01174927,1,0,175.8973236,175.9564972,480.5032961,480.5220059,139.8517914,175.898819,12.43434,2.040548801,-5.19E-14,0.571393609,0,1,0,505.7048112
405,107.9266663,5.96E-05,716.725417,0,139.9498901,68.01174927,1,0,175.9071655,175.9564972,480.5119639,480.5220059,140.0487671,175.9055176,12.451532,1.96285224,-5.06E-14,0.559163153,0,1,0,504.9973411
406,98.73815155,4.99E-05,659.3048555,0,139.9535828,68.01174927,1,0,175.9673615,175.9564972,480.5236443,480.5220059,140.1577148,175.9644623,12.468672,1.72652185,-4.64E-14,0.532116055,0,1,0,503.2886048
407,90.95348358,4.23E-05,606.1985061,0,139.9577637,68.01174927,1,0,176.0234528,175.9564972,480.5316779,480.5220059,140.151123,176.0211945,12.485809,1.546814799,-4.34E-14,0.507935882,0,1,0,501.7535301
408,87.58547211,3.92E-05,580.7060237,0,139.9606018,68.01174927,1,0,176.0505371,175.9564362,480.532365,480.5220059,140.0756378,176.0497131,12.520142,1.474388957,-4.21E-14,0.49972719,0,1,0,422.4313276
409,83.58665466,3.57E-05,557.6028558,0,139.9633026,68.01174927,1,0,176.0717926,175.9564362,480.5344791,480.5220059,140.1393585,176.0700378,12.520142,1.392275095,-4.08E-14,0.487516791,0,1,0,422.4313276
410,84.07236481,3.62E-05,551.8491563,0,139.964447,68.01174927,1,0,176.0795898,175.9564362,480.5294053,480.5220059,139.9212799,176.0809631,12.537281,1.402020574,-4.09E-14,0.493028075,0,1,0,533.2536466
411,93.09267426,4.43E-05,608.3281341,0,139.9623718,68.01174927,1,0,176.0205383,175.9564362,480.5188876,480.5220059,139.8291016,176.0235138,12.554474,1.594409227,-4.42E-14,0.518453062,0,1,0,498.4238409
412,99.92967987,5.11E-05,655.9196237,0,139.9600067,68.01174927,1,0,175.9697876,175.9564362,480.5128095,480.5220059,139.8745422,175.9714355,12.571613,1.755605578,-4.69E-14,0.538356781,0,1,0,493.5133534
413,101.0493698,5.22E-05,667.714847,0,139.9594574,68.01174927,1,0,175.9567108,175.9564362,480.5142894,480.5220059,139.978241,175.956543,12.588751,1.783375025,-4.74E-14,0.540352106,0,1,0,492.9292417
414,97.34336853,4.85E-05,646.4639979,0,139.9609985,68.01174927,1,0,175.9785156,175.9564362,480.5203146,480.5220059,140.0671234,175.9770966,12.605946,1.692986846,-4.59E-14,0.528212428,0,1,0,490.4415188
415,92.33800507,4.36E-05,613.855304,0,139.9635773,68.01174927,1,0,176.0124054,175.9564362,480.5259698,480.5220059,140.0959167,176.0108185,12.623083,1.577478051,-4.39E-14,0.512965322,0,1,0,487.9249622
416,88.95848084,4.05E-05,590.2273406,0,139.9658813,68.01174927,1,0,176.036972,175.9564362,480.5282954,480.5220059,140.072937,176.0359192,12.657415,1.503533006,-4.26E-14,0.503696322,0,1,0,483.2303063
417,87.93232727,3.96E-05,581.7686211,0,139.9673767,68.01174927,1,0,176.0454254,175.9564362,480.5276611,480.5220059,140.0281677,176.0452118,12.657415,1.481694222,-4.23E-14,0.501491368,0,1,0,483.2303063
418,88.71057129,4.03E-05,585.4805494,0,139.9680176,68.01174927,1,0,176.0410919,175.9564362,480.5253356,480.5220059,139.9844513,176.0415192,12.674555,1.498223662,-4.25E-14,0.504453242,0,1,0,482.8644808
419,90.4197998,4.18E-05,596.4200673,0,139.9680786,68.01174927,1,0,176.0289459,175.9564362,480.5227987,480.5220059,139.9684143,176.0294952,12.691694,1.535107613,-4.32E-14,0.509719074,0,1,0,479.6925893
420,91.47384644,4.28E-05,603.9768447,0,139.9682007,68.01174927,1,0,176.0202179,175.9564362,480.5217416,480.5220059,139.9795532,176.0204926,12.708832,1.558254719,-4.36E-14,0.512329936,0,1,0,476.7254647
421,91.44561768,4.28E-05,604.5579521,0,139.968689,68.01174927,1,0,176.0187836,175.9564362,480.521953,480.5220059,139.9992828,176.0187225,12.726027,1.557631493,-4.35E-14,0.51188612,0,1,0,475.9297715
422,90.56350708,4.20E-05,599.3523129,0,139.9695129,68.01174927,1,0,176.0234528,175.9564362,480.5229572,480.5220059,140.0176392,176.0230713,12.743164,1.538246036,-4.32E-14,0.509042263,0,1,0,473.513565
423,67.58023834,2.34E-05,475.4276912,0,139.977417,68.01174927,1,0,176.1365051,175.9564362,480.5520262,480.5220059,140.8045807,176.123642,12.769093,1.100029469,-3.61E-14,0.428635627,0,1,0,93.59746403
424,35.65034485,6.50E-06,257.0597279,0,139.9891663,68.01174927,1,0,176.3512268,175.9564362,480.571106,480.5220059,141.2536469,176.3309021,12.820892,0.654244304,-3.02E-14,0.354654104,0,1,0,686.8804362
425,28.83262444,4.25E-06,187.6480424,0,139.9943848,68.01174927,1,0,176.436203,175.9564362,480.5611697,480.5220059,140.3491516,176.4297333,12.820892,0.564977288,-2.94E-14,0.350013822,0,1,0,686.8804362
426,42.14301682,9.09E-06,266.8203975,0,139.9921875,68.01174927,1,0,176.3543091,175.9564362,480.5397115,480.5220059,139.4738617,176.3660584,12.8467655,0.737927854,-3.10E-14,0.384542257,0,1,0,416.1461645
427,69.52677917,2.47E-05,433.7113544,0,139.9822998,68.01174927,1,0,176.1764374,175.9564362,480.5076828,480.5220059,138.9957275,176.1914368,12.872639,1.132589102,-3.66E-14,0.461940497,0,1,0,445.0583545
428,116.142128,6.90E-05,726.7656308,0,139.9620361,68.01174927,1,0,175.8681641,175.9564362,480.4588999,480.5220059,138.995575,175.8813477,12.898512,2.19857049,-5.47E-14,0.607564747,0,1,0,479.0293772
429,145.137146,0.000107755,944.7783935,0,139.9440765,68.01174927,1,0,175.6368408,175.9564362,480.4515533,480.5220059,139.6509705,175.639267,12.92433,3.249004602,-7.36E-14,0.670808852,0,1,0,459.5389233
430,121.6904678,7.58E-05,826.4360444,0,139.9465485,68.01174927,1,0,175.7580719,175.9564362,480.496848,480.5220059,140.3271179,175.7499542,12.950148,2.372288466,-5.78E-14,0.589107513,0,1,0,456.9291976
431,87.85902405,3.95E-05,602.5974429,0,139.9584656,68.01174927,1,0,175.9927521,175.9564362,480.5368575,480.5220059,140.5709534,175.9826965,12.9759655,1.480169773,-4.22E-14,0.491146088,0,1,0,455.1790608
432,68.74625397,2.42E-05,465.8262847,0,139.967865,68.01174927,1,0,176.1371613,175.9564362,480.5507049,480.5220059,140.4678955,176.1306305,13.027546,1.119481325,-3.64E-14,0.441899717,0,1,0,451.3329294
433,62.85287857,2.02E-05,418.1747096,0,139.9726868,68.01174927,1,0,176.1875916,175.9564362,480.5487493,480.5220059,140.1981812,176.1859894,13.027546,1.0243541,-3.49E-14,0.429047257,0,1,0,451.3329294
434,66.73400879,2.28E-05,437.2358819,0,139.9733582,68.01174927,1,0,176.167099,175.9564362,480.5360118,480.5220059,139.9121704,176.1696777,13.0533085,1.08607626,-3.59E-14,0.447621673,0,1,0,448.0965558
435,77.24646759,3.05E-05,502.0489383,0,139.9704895,68.01174927,1,0,176.098053,175.9564362,480.523063,480.5220059,139.729248,176.1026611,13.079071,1.269988537,-3.88E-14,0.474745452,0,1,0,446.2533232
436,89.56816864,4.10E-05,582.9952446,0,139.9658813,68.01174927,1,0,176.0117035,175.9564362,480.5132852,480.5220059,139.7189026,176.0157013,13.10478,1.516601324,-4.28E-14,0.503039122,0,1,0,444.0126103
437,96.54100037,4.77E-05,634.1965905,0,139.9624329,68.01174927,1,0,175.9562683,175.9564362,480.5071015,480.5220059,139.8565063,175.9577484,13.130487,1.673931479,-4.55E-14,0.527527213,0,1,0,441.9579427
438,94.56167603,4.57E-05,627.7646576,0,139.9624329,68.01174927,1,0,175.961441,175.9564362,480.5134966,480.5220059,140.0325623,175.9602203,13.156195,1.627858996,-4.47E-14,0.519254804,0,1,0,440.0040648
439,87.26887512,3.90E-05,582.9301398,0,139.9651184,68.01174927,1,0,176.0071869,175.9564362,480.5231158,480.5220059,140.151001,176.0044403,13.207556,1.467712283,-4.20E-14,0.497373611,0,1,0,364.4340552
440,75.6965332,2.93E-05,510.8617958,0,139.9700012,68.01174927,1,0,176.0790405,175.9564362,480.5358004,480.5220059,140.3098145,176.0743256,13.207556,1.241494656,-3.83E-14,0.460811019,0,1,0,364.4340552
441,69.1480484,2.45E-05,459.076668,0,139.9737854,68.01174927,1,0,176.1342468,175.9564362,480.5373332,480.5220059,140.1201324,176.1327667,13.23321,1.126230359,-3.65E-14,0.447274059,0,1,0,465.4563925
442,72.1230545,2.66E-05,474.1661521,0,139.9743347,68.01174927,1,0,176.1179962,175.9564362,480.5301452,480.5220059,139.9467163,176.1196899,13.258808,1.177560091,-3.73E-14,0.45779559,0,1,0,434.02662
443,78.12391663,3.12E-05,511.8854842,0,139.9729156,68.01174927,1,0,176.0769501,175.9564362,480.5225873,480.5220059,139.8564148,176.079422,13.28446,1.286362767,-3.90E-14,0.474141002,0,1,0,429.7856096
444,84.09448242,3.62E-05,551.8539192,0,139.9708252,68.01174927,1,0,176.0334015,175.9564362,480.5167206,480.5220059,139.861084,176.0353699,13.310059,1.402433038,-4.09E-14,0.490805149,0,1,0,426.8483079
445,86.913414,3.86E-05,573.2137282,0,139.969574,68.01174927,1,0,176.0092773,175.9564362,480.5152936,480.5220059,139.9353333,176.0099335,13.335657,1.46025455,-4.19E-14,0.498483896,0,1,0,424.677243
446,85.60024261,3.75E-05,567.5607818,0,139.9699402,68.01174927,1,0,176.0135651,175.9564362,480.5185705,480.5220059,140.0256958,176.0128479,13.3612,1.433073878,-4.14E-14,0.493593067,0,1,0,422.3859704
447,81.71485138,3.42E-05,543.4866103,0,139.9716492,68.01174927,1,0,176.0373535,175.9564362,480.5235386,480.5220059,140.0869446,176.0358124,13.412287,1.355177879,-4.01E-14,0.481726527,0,1,0,416.9179334
448,77.78256989,3.09E-05,517.2274882,0,139.9737396,68.01174927,1,0,176.0634918,175.9564362,480.5267098,480.5220059,140.0949097,176.0621185,13.43783,1.279982924,-3.89E-14,0.471285462,0,1,0,413.6343707
449,75.32968903,2.90E-05,499.9045454,0,139.9754334,68.01174927,1,0,176.080307,175.9564362,480.5281368,480.5220059,140.0681763,176.079483,13.43783,1.234797716,-3.82E-14,0.464143217,0,1,0,413.6343707
450,74.66000366,2.85E-05,494.150333,0,139.9764404,68.01174927,1,0,176.0848694,175.9564362,480.5272912,480.5220059,140.0249939,176.0847626,13.463318,1.222674727,-3.80E-14,0.462620318,0,1,0,412.4228785
